,soilm
50.375,-9999
50.125,-9999
49.875,-9999
49.625,-9999
49.375,-9999
49.125,-9999
48.875,0.18647826
48.625,0.162395835
48.375,0.23762499999999998
48.125,0.27616667
47.875,0.19683333
47.625,0.23805208249999998
47.375,0.245892045
47.125,0.199125
46.875,0.3429781275
46.625,0.253490745
46.375,0.24545455
46.125,0.22897916499999998
45.875,0.358572915
45.625,0.18504167
45.375,0.170339585
45.125,-9999
44.875,0.154030635
44.625,0.25279167
44.375,0.135784725
44.125,0.172490625
43.875,0.23154167
43.625,0.290875
43.375,0.137414585
43.125,0.21844475
42.875,0.24106667
42.625,0.09470833
42.375,0.200375
42.125,0.127135415
41.875,0.20567307499999998
41.625,0.22315774
41.375,0.19266667
41.125,0.2534375
40.875,0.21863889
40.625,0.194375
40.375,0.15504167
40.125,0.21131250000000001
39.875,0.19942857
39.625,0.176085145
39.375,0.153406865
39.125,0.22627626750000002
38.875,0.18991667
38.625,0.15330015749999998
38.375,0.1517083325
38.125,0.268552085
37.875,0.160020835
37.625,0.19385416500000002
37.375,0.19316667
37.125,0.32127083
36.875,0.28920417
36.625,0.2170312525
36.375,0.0993125
36.125,0.2039375
35.875,0.25504167
35.625,0.30685417
35.375,0.324360415
35.125,0.2929116075
34.875,0.31684167
34.625,0.22260416500000002
34.375,0.20779167
34.125,0.245927085
33.875,0.163042575
33.625,0.09055344500000001
33.375,0.23459375
33.125,0.360625
32.875,0.34184873
32.625,0.104625
32.375,0.25641667
32.125,0.09887499999999999
31.875,0.1835104175
31.625,0.092208335
31.375,0.1055
31.125,0.11744345
30.875,0.07770833
30.625,0.1445937525
30.375,0.188875
30.125,0.22145833
29.875,-9999
29.625,-9999
29.375,0.353520835
29.125,0.04791667
28.875,-9999
28.625,-9999
28.375,0.048
28.125,-9999
27.875,-9999
27.625,-9999
27.375,-9999
27.125,0.0316875
26.875,-9999
26.625,0.13625
26.375,-9999
26.125,-9999
25.875,-9999
25.625,-9999
25.375,-9999
25.125,-9999
24.875,-9999
24.625,-9999
24.375,-9999
24.125,-9999
23.875,-9999
23.625,-9999
23.375,-9999
23.125,-9999
22.875,-9999
22.625,-9999
22.375,-9999
22.125,-9999
21.875,-9999
21.625,-9999
21.375,-9999
21.125,-9999
20.875,-9999
20.625,-9999
20.375,-9999
20.125,0.353229165
19.875,0.163114585
19.625,0.288333335
19.375,-9999
19.125,-9999
18.875,-9999
18.625,-9999
18.375,0.27268025
18.125,0.36890909
17.875,0.069392855
17.625,-9999
17.375,-9999
17.125,-9999
16.875,-9999
16.625,-9999
16.375,-9999
16.125,-9999
15.875,-9999
15.625,-9999
15.375,-9999
15.125,-9999
14.875,-9999
14.625,-9999
14.375,-9999
14.125,-9999
13.875,-9999
13.625,0.037045835
13.375,0.073
13.125,-9999
12.875,-9999
12.625,-9999
12.375,-9999
12.125,-9999
11.875,-9999
11.625,-9999
11.375,-9999
11.125,-9999
10.875,-9999
10.625,-9999
10.375,-9999
10.125,-9999
9.875,0.15554166749999998
9.625,0.07745821250000001
9.375,-9999
9.125,-9999
8.875,-9999
8.625,-9999
8.375,-9999
8.125,-9999
7.875,-9999
7.625,-9999
7.375,-9999
7.125,-9999
6.875,-9999
6.625,-9999
6.375,-9999
6.125,-9999
5.875,-9999
5.625,-9999
5.375,-9999
5.125,-9999
4.875,-9999
4.625,-9999
4.375,-9999
4.125,-9999
3.875,-9999
3.625,-9999
3.375,-9999
3.125,-9999
2.875,-9999
2.625,-9999
2.375,-9999
2.125,-9999
1.875,-9999
1.625,-9999
1.375,-9999
1.125,-9999
0.875,-9999
0.625,-9999
0.375,-9999
0.125,-9999
-0.125,-9999
-0.375,-9999
-0.625,-9999
-0.875,-9999
-1.125,-9999
-1.375,-9999
-1.625,-9999
-1.875,-9999
-2.125,-9999
-2.375,-9999
-2.625,-9999
-2.875,-9999
-3.125,-9999
-3.375,-9999
-3.625,-9999
-3.875,-9999
-4.125,-9999
-4.375,-9999
-4.625,-9999
-4.875,-9999
-5.125,-9999
-5.375,-9999
-5.625,-9999
-5.875,-9999
-6.125,-9999
-6.375,-9999
-6.625,-9999
-6.875,-9999
-7.125,-9999
-7.375,-9999
-7.625,-9999
-7.875,-9999
-8.125,-9999
-8.375,-9999
-8.625,-9999
-8.875,-9999
-9.125,-9999
-9.375,-9999
-9.625,-9999
-9.875,-9999
-10.125,-9999
-10.375,-9999
-10.625,-9999
-10.875,-9999
-11.125,-9999
-11.375,-9999
-11.625,-9999
-11.875,-9999
-12.125,-9999
-12.375,-9999
-12.625,-9999
-12.875,-9999
-13.125,-9999
-13.375,-9999
-13.625,-9999
-13.875,-9999
-14.125,0.04256522
-14.375,-9999
-14.625,-9999
-14.875,-9999
-15.125,-9999
-15.375,-9999
-15.625,-9999
-15.875,-9999
-16.125,-9999
-16.375,-9999
-16.625,-9999
-16.875,-9999
-17.125,-9999
-17.375,-9999
-17.625,-9999
-17.875,-9999
-18.125,-9999
-18.375,-9999
-18.625,-9999
-18.875,-9999
-19.125,-9999
-19.375,-9999
-19.625,-9999
-19.875,0.138
-20.125,-9999
-20.375,-9999
-20.625,-9999
-20.875,-9999
-21.125,-9999
-21.375,-9999
-21.625,0.07217559500000001
-21.875,-9999
-22.125,-9999
-22.375,-9999
-22.625,0.13879167
-22.875,-9999
-23.125,-9999
-23.375,-9999
-23.625,-9999
-23.875,-9999
-24.125,-9999
-24.375,-9999
-24.625,-9999
-24.875,-9999
-25.125,-9999
-25.375,-9999
-25.625,-9999
-25.875,-9999
-26.125,-9999
-26.375,-9999
-26.625,-9999
-26.875,-9999
-27.125,-9999
-27.375,-9999
-27.625,-9999
-27.875,-9999
-28.125,-9999
-28.375,-9999
-28.625,-9999
-28.875,-9999
-29.125,-9999
-29.375,-9999
-29.625,-9999
-29.875,-9999
-30.125,-9999
-30.375,-9999
-30.625,-9999
-30.875,-9999
-31.125,-9999
-31.375,-9999
-31.625,-9999
-31.875,-9999
-32.125,-9999
-32.375,-9999
-32.625,-9999
-32.875,-9999
-33.125,-9999
-33.375,-9999
-33.625,-9999
-33.875,0.10807083
-34.125,0.13672917
-34.375,-9999
-34.625,0.1845616075
-34.875,0.1985697925
-35.125,0.2188812475
-35.375,0.16705833
-35.625,-9999
-35.875,-9999
-36.125,-9999
-36.375,0.17160625000000002
-36.625,-9999
-36.875,-9999
-37.125,-9999
-37.375,-9999
-37.625,-9999
-37.875,-9999
-38.125,-9999
-38.375,-9999
-38.625,-9999
-38.875,-9999
-39.125,-9999
-39.375,-9999
-39.625,-9999
-39.875,-9999
-40.125,-9999
-40.375,-9999
-40.625,-9999
-40.875,-9999
-41.125,-9999
-41.375,-9999
-41.625,0.121104165
-41.875,-9999
-42.125,-9999
-42.375,-9999
-42.625,-9999
-42.875,-9999
-43.125,-9999
-43.375,-9999
-43.625,-9999
-43.875,-9999
-44.125,-9999
-44.375,-9999
-44.625,-9999
-44.875,-9999
-45.125,-9999
-45.375,-9999
-45.625,-9999
-45.875,-9999
-46.125,-9999
-46.375,-9999
-46.625,-9999
-46.875,-9999
-47.125,-9999
-47.375,-9999
-47.625,-9999
-47.875,-9999
-48.125,-9999
-48.375,-9999
-48.625,-9999
-48.875,-9999
-49.125,-9999
-49.375,-9999
-49.625,-9999
-49.875,-9999
-50.125,-9999
-50.375,-9999
-50.625,-9999
-50.875,-9999
-51.125,-9999
-51.375,-9999
-51.625,-9999
-51.875,-9999
-52.125,-9999
-52.375,-9999
-52.625,-9999
-52.875,-9999
-53.125,-9999
-53.375,-9999
-53.625,-9999
-53.875,-9999
-54.125,-9999
-54.375,-9999
-54.625,-9999
-54.875,-9999
-55.125,-9999
-55.375,-9999
-55.625,-9999
-55.875,-9999
-56.125,-9999
-56.375,-9999
-56.625,-9999
-56.875,-9999
-57.125,-9999
-57.375,-9999
-57.625,-9999
-57.875,-9999
-58.125,-9999
-58.375,-9999
-58.625,-9999
-58.875,-9999
-59.125,-9999
-59.375,-9999
-59.625,-9999
-59.875,-9999
